Time (s),Current (A)
0.006589651107788086,0.949999988079071
0.05918574333190918,1.090000033378601
0.11115431785583496,4.009999752044678
0.1662147045135498,4.299999713897705
0.21932601928710938,4.369999885559082
0.27123475074768066,4.480000019073486
0.32463860511779785,3.9800000190734863
0.3770873546600342,4.739999771118164
0.430164098739624,3.429999828338623
0.48387765884399414,2.2899999618530273
0.5364663600921631,-0.25
0.5892400741577148,-0.25999999046325684
0.6419634819030762,0.07000000029802322
0.6950957775115967,-0.029999999329447746
0.7480905055999756,0.429999977350235
0.8016128540039062,1.75
0.854384183883667,4.059999942779541
0.9071211814880371,3.799999952316284
0.9606184959411621,4.449999809265137
1.0138781070709229,4.089999675750732
1.0667850971221924,4.0
1.1183724403381348,3.5799999237060547
1.1704447269439697,4.989999771118164
1.223280429840088,4.46999979019165
1.276564121246338,5.319999694824219
1.3293449878692627,4.519999980926514
1.380821704864502,5.529999732971191
1.4326369762420654,4.069999694824219
1.485072135925293,4.119999885559082
1.5379574298858643,6.309999942779541
1.5913410186767578,4.259999752044678
1.644071340560913,4.710000038146973
1.697373390197754,6.029999732971191
1.7504997253417969,5.319999694824219
1.803375005722046,4.409999847412109
1.8570599555969238,2.319999933242798
1.909757137298584,6.179999828338623
1.964477777481079,6.289999961853027
2.0163283348083496,5.089999675750732
2.069749116897583,5.119999885559082
2.121303081512451,4.559999942779541
2.174802541732788,4.619999885559082
2.2265889644622803,1.0299999713897705
2.2816286087036133,-0.6499999761581421
2.335146903991699,0.10999999940395355
2.3891005516052246,1.2599999904632568
2.4418606758117676,3.990000009536743
2.4965507984161377,4.610000133514404
2.5497190952301025,4.539999961853027
2.6030197143554688,4.739999771118164
2.6560277938842773,4.739999771118164
2.7085447311401367,3.6499998569488525
2.760899543762207,2.629999876022339
2.8143069744110107,4.329999923706055
2.86734938621521,4.759999752044678
2.9200661182403564,3.990000009536743
2.973402261734009,3.549999952316284
3.0262601375579834,4.069999694824219
3.0799050331115723,4.170000076293945
3.133991241455078,3.2200000286102295
3.1866867542266846,3.93999981880188
3.2395498752593994,2.809999942779541
3.2920339107513428,1.46999990940094
3.3466007709503174,1.0299999713897705
3.4005448818206787,1.100000023841858
3.45307993888855,3.419999837875366
3.506002426147461,3.4800000190734863
3.558518409729004,4.329999923706055
3.6110286712646484,3.9499998092651367
3.6642909049987793,3.419999837875366
3.7175076007843018,4.25
3.770704984664917,3.5899999141693115
3.824819564819336,3.7899999618530273
3.8766958713531494,5.230000019073486
3.93053936958313,4.429999828338623
3.9840989112854004,3.18999981880188
4.036957740783691,4.269999980926514
4.090356111526489,5.039999961853027
4.143296003341675,4.75
4.198117971420288,4.880000114440918
4.252106666564941,4.639999866485596
4.3050572872161865,4.519999980926514
4.358291149139404,5.309999942779541
4.41105318069458,3.3999998569488525
4.465041399002075,2.8999998569488525
4.518749237060547,3.740000009536743
4.5715553760528564,3.669999837875366
4.624983072280884,4.299999713897705
4.677764892578125,3.8899998664855957
4.730903625488281,4.759999752044678
4.783989667892456,4.400000095367432
4.836748838424683,3.549999952316284
4.890239953994751,4.900000095367432
4.941992282867432,4.96999979019165
4.994507789611816,4.009999752044678
5.047454118728638,3.759999990463257
5.1007373332977295,4.5
5.153076887130737,4.319999694824219
5.205994129180908,4.579999923706055
5.258557081222534,4.069999694824219
5.311010837554932,3.119999885559082
5.364089250564575,4.360000133514404
5.417318105697632,3.43999981880188
5.468621730804443,3.1399998664855957
5.5204949378967285,3.9599997997283936
5.57369589805603,5.0
5.626430988311768,4.230000019073486
5.680116653442383,3.859999895095825
5.733245849609375,3.93999981880188
5.786609888076782,3.4099998474121094
5.83931827545166,4.849999904632568
5.892179250717163,3.6999998092651367
5.94415545463562,3.429999828338623
5.9976184368133545,4.179999828338623
6.050577878952026,3.819999933242798
6.103561878204346,3.8999998569488525
6.156348943710327,3.4099998474121094
6.209146738052368,4.529999732971191
6.262195348739624,4.929999828338623
6.3148956298828125,3.8999998569488525
6.367477893829346,4.509999752044678
6.419936895370483,4.039999961853027
6.472689151763916,4.569999694824219
6.52511739730835,3.8399999141693115
6.578988552093506,-1.459999918937683
6.633192777633667,-0.5
6.686836004257202,-2.1599998474121094
6.739537239074707,-1.1299999952316284
6.7922468185424805,-0.8700000047683716
6.846786975860596,-0.9699999690055847
6.898925065994263,-0.1599999964237213
6.9506285190582275,-0.5799999833106995
7.002629280090332,-0.04999999701976776
7.05411958694458,-0.4399999976158142
7.106074810028076,-1.5999999046325684
7.158557891845703,-0.03999999910593033
7.210193634033203,0.20999999344348907
7.265064477920532,-0.5199999809265137
7.319356203079224,-1.1100000143051147
7.372636556625366,-1.0099999904632568
7.424316644668579,0.009999999776482582
7.476113796234131,-1.0299999713897705
7.5292463302612305,-1.7400000095367432
7.579235076904297,-0.7099999785423279
7.630615949630737,-1.3899999856948853
7.682400703430176,-2.2300000190734863
7.734374761581421,-2.7899999618530273
7.787219285964966,-0.85999995470047
7.840590000152588,-0.4099999964237213
7.893378257751465,-0.7099999785423279
7.946957588195801,-0.75
8.001030683517456,-1.4399999380111694
8.053848505020142,-1.399999976158142
8.10723614692688,0.10999999940395355
8.158991575241089,0.4399999976158142
8.213773488998413,-0.07999999821186066
8.267717599868774,-0.8499999642372131
8.320295572280884,-1.6200000047683716
8.37194538116455,-3.379999876022339
8.425318479537964,-4.059999942779541
8.478088855743408,-1.409999966621399
8.53123688697815,-2.0199999809265137
8.584400177001953,-2.3899998664855957
8.637616157531738,-0.6899999976158142
8.690785646438599,-1.0699999332427979
8.742546796798706,-1.1100000143051147
8.797112464904785,-2.0199999809265137
8.850523948669434,0.6899999976158142
8.903614282608032,-0.7400000095367432
8.95544695854187,-1.8499999046325684
9.008757591247559,-0.6200000047683716
9.060364246368408,-0.3400000035762787
9.112547874450684,0.38999998569488525
9.166388034820557,-2.109999895095825
9.219377517700195,-1.7999999523162842
9.272095680236816,-1.0699999332427979
9.325493574142456,-1.0799999237060547
9.37709903717041,-0.75
9.429593563079834,0.9300000071525574
9.483573913574219,4.380000114440918
9.537172555923462,4.889999866485596
9.58992862701416,4.579999923706055
9.642675638198853,5.799999713897705
9.694736003875732,4.179999828338623
9.747931957244873,2.3499999046325684
9.801328182220459,6.449999809265137
9.854220628738403,6.119999885559082
9.907532691955566,1.8399999141693115
9.961381673812866,5.940000057220459
10.014389753341675,4.569999694824219
10.06615161895752,4.049999713897705
10.119252681732178,4.949999809265137
10.171884536743164,3.5999999046325684
10.224944591522217,3.259999990463257
10.277352094650269,4.759999752044678
10.332140922546387,5.259999752044678
10.385850191116333,4.829999923706055
10.43859076499939,5.230000019073486
10.490165948867798,4.71999979019165
10.542872190475464,0.4099999964237213
10.596166849136353,0.38999998569488525
10.649154663085938,0.3700000047683716
10.702602863311768,-0.19999998807907104
