Time (s),Shaft Angle (degrees)
0.006589651107788086,83.04999542236328
0.05918574333190918,83.11000061035156
0.11115431785583496,83.13999938964844
0.1662147045135498,83.23999786376953
0.21932601928710938,83.2699966430664
0.27123475074768066,83.29999542236328
0.32463860511779785,83.30999755859375
0.3770873546600342,83.33999633789062
0.430164098739624,83.36000061035156
0.48387765884399414,83.33000183105469
0.5364663600921631,83.22000122070312
0.5892400741577148,83.08999633789062
0.6419634819030762,83.0
0.6950957775115967,82.94999694824219
0.7480905055999756,82.91999816894531
0.8016128540039062,82.91999816894531
0.854384183883667,82.93999481201172
0.9071211814880371,83.0199966430664
0.9606184959411621,83.25999450683594
1.0138781070709229,83.5
1.0667850971221924,83.68000030517578
1.1183724403381348,83.70999908447266
1.1704447269439697,83.88999938964844
1.223280429840088,84.02999877929688
1.276564121246338,84.20999908447266
1.3293449878692627,84.31999969482422
1.380821704864502,84.48999786376953
1.4326369762420654,85.06999969482422
1.485072135925293,85.54999542236328
1.5379574298858643,86.0
1.5913410186767578,86.47000122070312
1.644071340560913,87.30999755859375
1.697373390197754,88.25999450683594
1.7504997253417969,88.75999450683594
1.803375005722046,89.16999816894531
1.8570599555969238,90.22000122070312
1.909757137298584,91.47999572753906
1.964477777481079,92.57999420166016
2.0163283348083496,93.33999633789062
2.069749116897583,93.82999420166016
2.121303081512451,94.25
2.174802541732788,94.43000030517578
2.2265889644622803,94.44999694824219
2.2816286087036133,94.38999938964844
2.335146903991699,94.36000061035156
2.3891005516052246,94.3699951171875
2.4418606758117676,94.45999908447266
2.4965507984161377,94.68000030517578
2.5497190952301025,95.04999542236328
2.6030197143554688,95.4000015258789
2.6560277938842773,95.52999877929688
2.7085447311401367,95.79999542236328
2.760899543762207,96.0999984741211
2.8143069744110107,96.44999694824219
2.86734938621521,96.6500015258789
2.9200661182403564,96.75999450683594
2.973402261734009,96.90999603271484
3.0262601375579834,96.97999572753906
3.0799050331115723,97.15999603271484
3.133991241455078,97.20999908447266
3.1866867542266846,97.23999786376953
3.2395498752593994,97.25
3.2920339107513428,97.22999572753906
3.3466007709503174,97.22000122070312
3.4005448818206787,97.22000122070312
3.45307993888855,97.23999786376953
3.506002426147461,97.33999633789062
3.558518409729004,97.41999816894531
3.6110286712646484,97.54999542236328
3.6642909049987793,97.66999816894531
3.7175076007843018,97.75999450683594
3.770704984664917,98.07999420166016
3.824819564819336,98.41999816894531
3.8766958713531494,98.72999572753906
3.93053936958313,99.13999938964844
3.9840989112854004,99.86000061035156
4.036957740783691,100.56999969482422
4.090356111526489,101.27999877929688
4.143296003341675,101.73999786376953
4.198117971420288,102.15999603271484
4.252106666564941,102.47999572753906
4.3050572872161865,102.72000122070312
4.358291149139404,102.91999816894531
4.41105318069458,103.13999938964844
4.465041399002075,103.57999420166016
4.518749237060547,104.06999969482422
4.5715553760528564,104.5
4.624983072280884,105.11000061035156
4.677764892578125,105.5199966430664
4.730903625488281,105.81999969482422
