Time (s),Current (A)
0.006589651107788086,-0.25
0.05918574333190918,-0.3100000023841858
0.11115431785583496,0.0
0.1662147045135498,0.029999999329447746
0.21932601928710938,0.14000000059604645
0.27123475074768066,0.09999999403953552
0.32463860511779785,-0.5799999833106995
0.3770873546600342,0.14999999105930328
0.430164098739624,-0.6200000047683716
0.48387765884399414,-0.7599999904632568
0.5364663600921631,-1.0199999809265137
0.5892400741577148,-0.9199999570846558
0.6419634819030762,-0.8700000047683716
0.6950957775115967,-0.9399999976158142
0.7480905055999756,-0.949999988079071
0.8016128540039062,-0.2800000011920929
0.854384183883667,0.10999999940395355
0.9071211814880371,0.009999999776482582
0.9606184959411621,0.07000000029802322
1.0138781070709229,0.04999999701976776
1.0667850971221924,0.10999999940395355
1.1183724403381348,-0.04999999701976776
1.1704447269439697,0.12999999523162842
1.223280429840088,0.23999999463558197
1.276564121246338,0.11999999731779099
1.3293449878692627,0.22999998927116394
1.380821704864502,0.009999999776482582
1.4326369762420654,0.8199999928474426
1.485072135925293,0.11999999731779099
1.5379574298858643,0.0
1.5913410186767578,0.38999998569488525
1.644071340560913,0.3700000047683716
1.697373390197754,1.350000023841858
1.7504997253417969,-0.12999999523162842
1.803375005722046,0.09999999403953552
1.8570599555969238,-0.08999999612569809
1.909757137298584,0.8299999833106995
1.964477777481079,-0.23999999463558197
2.0163283348083496,0.5399999618530273
2.069749116897583,0.07000000029802322
2.121303081512451,0.3100000023841858
2.174802541732788,0.07999999821186066
2.2265889644622803,-0.9099999666213989
2.2816286087036133,-0.7199999690055847
2.335146903991699,-0.7199999690055847
2.3891005516052246,-0.09999999403953552
2.4418606758117676,0.0
2.4965507984161377,0.17999999225139618
2.5497190952301025,0.3499999940395355
2.6030197143554688,0.20999999344348907
2.6560277938842773,0.009999999776482582
2.7085447311401367,0.1599999964237213
2.760899543762207,0.03999999910593033
2.8143069744110107,0.10999999940395355
2.86734938621521,0.03999999910593033
2.9200661182403564,0.029999999329447746
2.973402261734009,0.14000000059604645
3.0262601375579834,0.07999999821186066
3.0799050331115723,0.12999999523162842
3.133991241455078,0.11999999731779099
3.1866867542266846,0.17000000178813934
3.2395498752593994,-0.5899999737739563
3.2920339107513428,-0.7899999618530273
3.3466007709503174,-0.7199999690055847
3.4005448818206787,-0.4399999976158142
3.45307993888855,0.1899999976158142
3.506002426147461,0.04999999701976776
3.558518409729004,0.08999999612569809
3.6110286712646484,0.17999999225139618
3.6642909049987793,0.1599999964237213
3.7175076007843018,0.03999999910593033
3.770704984664917,0.17999999225139618
3.824819564819336,0.3799999952316284
3.8766958713531494,0.32999998331069946
3.93053936958313,0.17999999225139618
3.9840989112854004,0.08999999612569809
4.036957740783691,0.25
4.090356111526489,0.44999998807907104
4.143296003341675,0.29999998211860657
4.198117971420288,0.1899999976158142
4.252106666564941,0.29999998211860657
4.3050572872161865,0.12999999523162842
4.358291149139404,0.10999999940395355
4.41105318069458,0.04999999701976776
4.465041399002075,-0.029999999329447746
4.518749237060547,0.25999999046325684
4.5715553760528564,0.1599999964237213
4.624983072280884,0.20999999344348907
4.677764892578125,0.22999998927116394
4.730903625488281,0.3199999928474426
4.783989667892456,0.19999998807907104
4.836748838424683,0.3799999952316284
4.890239953994751,0.07999999821186066
4.941992282867432,0.03999999910593033
4.994507789611816,0.20999999344348907
5.047454118728638,-0.009999999776482582
5.1007373332977295,0.32999998331069946
5.153076887130737,0.3799999952316284
5.205994129180908,0.25999999046325684
5.258557081222534,0.41999998688697815
5.311010837554932,0.26999998092651367
5.364089250564575,0.10999999940395355
5.417318105697632,0.12999999523162842
5.468621730804443,0.2199999988079071
5.5204949378967285,0.4599999785423279
5.57369589805603,0.19999998807907104
5.626430988311768,0.29999998211860657
5.680116653442383,0.04999999701976776
5.733245849609375,0.1599999964237213
5.786609888076782,0.2199999988079071
5.83931827545166,0.20999999344348907
5.892179250717163,0.25
5.94415545463562,0.0
