Time (s),Position Error (m)
11.87182331085205,-0.0023555504954257955
11.924642562866211,-0.002141197262561123
11.976558685302734,-0.001942240732233591
12.027954578399658,0.0003176564777330748
12.081021308898926,-0.0022932110272897432
12.134591341018677,-0.0028374933609187636
12.187074899673462,-0.001734344295778456
12.239673614501953,-0.0014609857689885652
12.29125714302063,-0.003786059678490439
12.343541622161865,-0.003699496855106177
12.396463394165039,-0.004891519650246701
12.44861912727356,-0.004337765615988531
12.50258469581604,-0.0051456364174330416
12.555176496505737,-0.006281714549376649
12.606984615325928,-0.004490481935584212
12.660343647003174,-0.004494496094721079
12.71312665939331,-0.0019479159650201971
12.767023801803589,-0.003978390128973719
12.82023024559021,-0.0036246629492383553
12.873061656951904,-0.0028845856764762035
12.924723863601685,-0.002943940302553072
12.977280616760254,-0.003737614673603895
13.029977560043335,-0.003957726133317241
13.084872484207153,-0.003296755221710801
13.133557558059692,-0.00327853605645545
13.186549663543701,-0.006526617848756189
13.239793300628662,-0.00617726564829113
13.291720867156982,-0.004289570618650207
13.344313383102417,-0.008874521723932438
13.395522594451904,-0.008641449684420377
13.447664260864258,-0.0054439197599746025
13.501599550247192,-0.0043449378162665475
13.555806636810303,-0.009543229165540179
13.60917615890503,-0.010796380651177384
13.661903619766235,-0.007620569223422025
13.714681148529053,-0.005856146189663125
13.767711400985718,-0.006483631863627881
13.820897579193115,-0.010920587641387702
13.87379002571106,-0.008458859119923723
13.927103042602539,-0.006439245216737
13.978991031646729,-0.010624645288496937
14.032559394836426,-0.010438649128354016
14.085722208023071,-0.006289773769346696
14.1386559009552,-0.004507727027938224
14.191358089447021,-0.0026504251207709606
14.243977546691895,-0.0089899397557055
14.295630931854248,-0.0038811316695180897
14.351664304733276,-0.0038896750193178065
14.405829668045044,-0.00015108015965703547
14.459142208099365,0.001728351576560705
14.51091194152832,0.0010082646379965254
14.564895868301392,0.0020339684303128935
14.617689371109009,0.0013167691757391964
14.670877456665039,0.0028659985631788176
14.723563194274902,0.0025867990978971633
14.775548696517944,0.002535963104256078
14.826842069625854,0.0008669298004615467
14.877968549728394,0.00022980117332715988
14.929072380065918,0.0002021064494075464
14.980947732925415,0.0007315384738433295
15.034858703613281,0.0011716985563199334
15.088051080703735,0.0008454705452048961
15.140790224075317,4.596398523237788e-06
15.192610263824463,-0.00047554267574201337
15.245399713516235,-0.0023995251266076822
15.300691604614258,-0.00595602014793406
15.353318214416504,-0.00392722686430147
15.405221223831177,-0.0035866746895489854
15.45670747756958,-0.003091041240106618
15.509055852890015,-0.002691385086365683
15.560828447341919,-0.0005683242457438231
15.613664627075195,0.0010131335915638529
15.668329954147339,0.0009150253109340145
15.722660064697266,0.001179952472872614
15.776052474975586,0.00031831909857149565
15.828794479370117,-0.004878228242485294
15.884205341339111,-0.005025716914114131
15.937816143035889,-0.0061266253054339526
15.990676879882812,-0.004800996521865386
16.04402208328247,-0.002496936624045043
16.09676480293274,-0.0030727635258683828
16.15183663368225,-0.001404837636517886
16.206214666366577,0.0019003776293254893
16.259584426879883,0.0028973277584404267
16.31216073036194,0.0017336650014766475
16.365965604782104,0.0004649551960952403
16.417782306671143,-0.0004319709001051608
16.470879077911377,-0.00026320024358328364
16.52272629737854,-0.00023100300719303135
16.576159715652466,-0.0013867296545486685
16.6287899017334,-9.896409153298258e-05
16.68182921409607,0.003259464866451456
16.734631299972534,0.003509966410705112
16.78827738761902,0.005513628154465433
16.84111714363098,0.004840976052439272
16.892959117889404,0.002889618342041378
16.945935487747192,0.0024385915818302406
17.002036571502686,0.0013635556272832972
17.05625081062317,0.005387098200415719
17.10954713821411,0.004665385086941476
17.16255784034729,0.006508984260150563
17.217791080474854,0.009738287862187112
17.272725343704224,0.008845889631012405
17.325498580932617,0.00696000742635694
17.37892723083496,0.004848341538237877
17.43182134628296,0.010820398393811215
17.48470163345337,0.01029701810197714
17.538015365600586,0.009814215486655176
17.590637922286987,0.005989812722855148
17.642942905426025,0.007755494370751181
17.69463062286377,0.010169010690732172
17.74629521369934,0.00820356531343669
17.80110788345337,0.00800408552958276
17.856221437454224,0.012523933791148578
17.909674882888794,0.011915042835792033
17.96252155303955,0.007989958195818048
18.015231609344482,0.009523379114368624
18.068252325057983,0.007412286139765301
18.121334552764893,0.011418574114781421
18.174227714538574,0.009422981161037125
18.227567195892334,0.007942974513916568
18.279435634613037,0.008574154852286409
18.335378646850586,0.01323101777176583
18.389588356018066,0.013364583187171708
18.443055152893066,0.010042311336597942
18.495820999145508,0.011490803482933076
18.551028728485107,0.0140685700171167
18.605007886886597,0.013634601951857395
18.657843112945557,0.007750071774283551
18.71255326271057,0.008185976500701742
18.764617919921875,0.012854250113041199
18.817023992538452,0.009944951084828069
18.86986017227173,0.0051165866257879555
18.92260479927063,0.005236886370089233
18.975584506988525,0.012802299898613811
19.028935194015503,0.007424052980542495
19.081697463989258,0.002494788624586186
19.135685205459595,0.004948480970466851
19.1898672580719,0.005896440958287341
19.243250131607056,0.006362631592477519
19.29616904258728,0.0029397774691207745
19.351494312286377,0.0030056668188461755
19.40491008758545,0.002504430397818891
19.457523107528687,0.0033257060044821207
19.510188341140747,0.005725902310438347
19.56243872642517,0.004941031790120953
19.61554217338562,-0.28475626225851913
19.66857933998108,-0.25855093017165753
19.721601963043213,-0.22457538689501566
19.774556875228882,-0.1795024110239265
19.82775330543518,-0.14621054403337208
19.879512548446655,-0.14009308545963994
19.93293046951294,0.009925878604717386
19.986841917037964,0.06644586927710172
20.039883852005005,0.09970776764557604
20.093538761138916,0.12523775208772514
20.145914316177368,0.14748159944797468
20.201258897781372,0.14717887826660825
20.25443124771118,0.1434713357405833
20.307595014572144,0.13124728294835053
20.360188722610474,0.10930257797633441
20.412287712097168,0.07843204058668568
20.463730335235596,0.05950290571377759
20.516252756118774,0.06655096852184683
20.569181203842163,0.07336401679064208
20.62149214744568,0.07752032991236635
