Time (s),Connor Target (m)
0.009015560150146484,0.6459545406989549
0.061432600021362305,0.6448760131854221
0.11460685729980469,0.6445031084857904
0.1685009002685547,0.6446648490672042
0.22160959243774414,0.6443415383013992
0.273540735244751,0.6450662059030431
0.32686400413513184,0.6438013502135393
0.37982940673828125,0.6450408087998453
0.4326283931732178,0.6451243705108864
0.4859957695007324,0.646468236071409
0.5387237071990967,0.646903444983304
0.5914556980133057,0.6471464918088905
0.64426589012146,0.6469954749322064
0.6975154876708984,0.6467535028859
0.750572681427002,0.6464877750393103
0.8038952350616455,0.6459355754366487
0.8567240238189697,0.6453555746600372
0.909346342086792,0.6423976048706725
0.9632241725921631,0.6416741437579272
1.0161402225494385,0.6411740942986541
1.0689365863800049,0.6425655615868071
1.1206920146942139,0.6395334307167889
1.1727313995361328,0.6396373134444937
1.225581169128418,0.6386626496238439
1.2787551879882812,0.6386290803312116
1.3314549922943115,0.6373033098343308
1.383054494857788,0.6281697691655108
1.4348843097686768,0.6290605746530029
1.4873347282409668,0.6269901174223005
1.5402519702911377,0.624641270166929
1.593611478805542,0.6136625851587787
1.6466639041900635,0.6120398460231611
1.699676513671875,0.6141241359820429
1.75276780128479,0.6104387494510322
1.8056445121765137,0.5931444587011973
1.8593158721923828,0.5906770146676097
1.912102460861206,0.5863234759391036
1.9667396545410156,0.5864830545879984
2.018707275390625,0.5856579636099986
2.071873426437378,0.5827631936232585
2.1235854625701904,0.5847312668735085
2.1770007610321045,0.5865854049902184
2.228893518447876,0.5866523426899377
2.2838737964630127,0.5861793705210916
2.3376009464263916,0.585632589403178
2.391343116760254,0.5848163253230925
2.4441394805908203,0.5815663955761041
2.4990248680114746,0.5792575862918367
2.5519721508026123,0.5780043921772123
2.605302572250366,0.579075281456465
2.6581218242645264,0.5755440218532695
2.7107698917388916,0.5737271572081302
2.763439655303955,0.5711329747073565
2.816619634628296,0.5725073077509277
2.8696439266204834,0.5719899997109177
2.9224681854248047,0.5705369856458025
2.975731372833252,0.5712621646082052
3.028529405593872,0.5692845130441021
3.0827271938323975,0.5702622099712151
3.136235237121582,0.5699485899417078
3.189013719558716,0.5705785625931336
3.2416961193084717,0.5706276136202866
3.2943880558013916,0.5703941489919239
3.3495986461639404,0.5702391491950909
3.4028220176696777,0.5694203724474562
3.4555418491363525,0.5687200224439091
3.508157253265381,0.5683812221923623
3.560776710510254,0.5673521227141951
3.6134917736053467,0.5669868540416881
3.6666111946105957,0.5660224484261094
3.7196829319000244,0.5620484418636369
3.773664951324463,0.5604331863376452
3.827087879180908,0.5590295320568028
3.8789803981781006,0.5560774199645788
3.9327991008758545,0.5479420625566201
3.986337661743164,0.5443409757462915
4.0391762256622314,0.5410711846112147
4.0926833152771,0.5409736663665075
4.145594120025635,0.5380277992545933
4.200286149978638,0.5370670655339573
4.254279851913452,0.5365410447763239
4.307534456253052,0.5356853688629384
4.360576629638672,0.534148917402774
4.41351580619812,0.528812785899933
4.467310667037964,0.525422221811518
4.520887136459351,0.5235672254550992
4.573786735534668,0.5184948766999451
4.627319812774658,0.5182664776523304
4.680256128311157,0.5170856768847077
4.733149766921997,0.5147347045132267
4.786288738250732,0.5094633427742957
4.8390212059021,0.5082176617983889
4.892451286315918,0.5071154000901548
4.944214820861816,0.5064282743604096
4.997056007385254,0.5000610410884714
5.0502870082855225,0.498667266348852
5.102888345718384,0.49688687382202257
5.155463695526123,0.49460915008479156
