Time (s),Tip X Target (m)
0.009056806564331055,0.6459688726128527
0.0614476203918457,0.6463787862509417
0.11462926864624023,0.6474168959947042
0.16852927207946777,0.6491058998651512
0.22163629531860352,0.6513931663363887
0.27356767654418945,0.654222122583398
0.3268909454345703,0.6577293706394564
0.3798549175262451,0.6618085761005912
0.43265461921691895,0.6664556245939456
0.4860215187072754,0.6717300575449209
0.5387494564056396,0.6774982403569594
0.591484546661377,0.6838064606057497
0.6442916393280029,0.6906490102687625
0.6975417137145996,0.698063381855615
0.750598669052124,0.7059465563510396
0.8039219379425049,0.7143477994101347
0.8567497730255127,0.7231235106911054
0.9093711376190186,0.7322907822618975
0.9632494449615479,0.7420935939300335
1.0161654949188232,0.7521077953918346
1.0689477920532227,0.7624553572070949
1.1207020282745361,0.7729203065924543
1.1727573871612549,0.7837380351427494
1.2256076335906982,0.7949999679213753
1.2787718772888184,0.8065834151380001
1.3314614295959473,0.8182851197441572
1.3830649852752686,0.829928532946657
1.4349095821380615,0.8417815489043181
1.4873607158660889,0.8539074657232616
1.540278434753418,0.8662453890793194
1.593637228012085,0.8787611101371645
1.64668869972229,0.891247808723545
1.6997027397155762,0.9037372449980454
1.752793788909912,0.9162255790475013
1.8056707382202148,0.9286130589237107
1.859342336654663,0.9411036295272664
1.9121286869049072,0.953275761852866
1.9667656421661377,0.9657250471894654
2.0187337398529053,0.9773947250206728
2.071899652481079,0.9891313615100091
2.123612642288208,1.0003228201511427
2.177025556564331,1.0116223176644765
2.2297065258026123,1.0223193807606672
2.2838997840881348,1.0333226647475242
2.337627649307251,1.0437191342487915
2.3913683891296387,1.0537395211993714
2.4441728591918945,1.063190170670338
2.4990508556365967,1.0725745914202256
2.5519983768463135,1.0811805551371747
2.6053285598754883,1.0893827012298023
2.658148765563965,1.0970246698325916
2.7107954025268555,1.1041460514821235
2.7634670734405518,1.1107578495658217
2.8166449069976807,1.1168964291756582
2.8696701526641846,1.1224647761950095
2.9224956035614014,1.1274497371596022
2.9757585525512695,1.1318952009072463
3.0285561084747314,1.1357152660921441
3.0827529430389404,1.1390191234779132
3.136260747909546,1.1416589892519224
3.1890413761138916,1.1436509036733702
3.2417218685150146,1.1450281047761632
3.294450521469116,1.1457914834870895
3.349625825881958,1.1459304519797673
3.402848958969116,1.1454238109083112
3.455568552017212,1.1443033114546401
3.508183717727661,1.1425738237209333
3.560802698135376,1.140237838386454
3.6135189533233643,1.1372952740754072
3.666637897491455,1.1337277118999278
3.719709873199463,1.129568370964585
3.773690700531006,1.12473832279795
3.827112913131714,1.1193753246059124
3.8790061473846436,1.1136236071955108
3.93282413482666,1.107108820308378
3.986363649368286,1.1000889290762657
4.03920316696167,1.0926510847344735
4.092710018157959,1.0846226199640872
4.145620822906494,1.076211636823061
4.20031213760376,1.067046846227425
4.254305362701416,1.0575531266858595
4.307561874389648,1.0477793030698537
4.360603094100952,1.0376644257462047
4.413542032241821,1.027216237681718
4.4673357009887695,1.0162644778070242
4.5209126472473145,1.0050499849495926
4.573813199996948,0.9937041627686433
4.62734580039978,0.9819752971156923
4.6802818775177,0.9701618028930656
4.7331764698028564,0.9581733325722989
4.786316394805908,0.9459736489758244
4.839046478271484,0.9337434488663799
4.892480134963989,0.9212558078753166
4.944241046905518,0.9090970161830809
4.997082233428955,0.8966526576611951
5.050312280654907,0.8841148356685399
5.1029133796691895,0.8717545360606804
5.155515193939209,0.859458993586301
5.208286285400391,0.8472033103613347
5.260799407958984,0.8351321689858029
5.31357741355896,0.8231509380426318
5.366365432739258,0.8113471120069382
5.419483661651611,0.7996781262506776
5.470883131027222,0.7886197211304331
5.522669076919556,0.7777340703960546
5.576042413711548,0.7668077197379047
5.62882924079895,0.7563264329630023
5.682551383972168,0.7460064296635844
5.735594034194946,0.7361977535228589
5.789019584655762,0.7267218189300098
5.841701507568359,0.7178028053163048
5.894245624542236,0.7093334039107508
5.947216987609863,0.7012661416197865
5.9998939037323,0.6937232245228897
6.05302095413208,0.6866209102888413
6.105717897415161,0.6800942623719868
6.158720970153809,0.6740687110223749
6.211479187011719,0.6686170835406631
6.264491319656372,0.6637068855177722
6.317137718200684,0.6594042435838656
6.369760274887085,0.655685551986229
6.422222375869751,0.6525662854994466
6.474980354309082,0.6500294524722872
6.527393341064453,0.6481111472075229
6.581434726715088,0.6467669818697941
6.635512828826904,0.6460677526749387
6.688973426818848,0.6460149777502766
6.74186372756958,0.6465870021841853
6.7945990562438965,0.6477742343457471
6.849534273147583,0.6496627593956139
6.901212930679321,0.6520420305560767
6.953019618988037,0.6550087971939732
7.0047829151153564,0.6585458427533772
7.0563952922821045,0.6626338155812176
7.108235120773315,0.6672964906871148
7.160887718200684,0.6725908996170208
7.212490797042847,0.6783134176148629
7.2672343254089355,0.6849466937841184
