Time (s),Shaft Angle (degrees)
0.006589651107788086,43.96999740600586
0.05918574333190918,43.77000045776367
0.11115431785583496,43.7599983215332
0.1662147045135498,43.869998931884766
0.21932601928710938,43.89999771118164
0.27123475074768066,43.90999984741211
0.32463860511779785,43.90999984741211
0.3770873546600342,43.90999984741211
0.430164098739624,43.88999938964844
0.48387765884399414,43.88999938964844
0.5364663600921631,43.90999984741211
0.5892400741577148,43.89999771118164
0.6419634819030762,43.77000045776367
0.6950957775115967,43.709999084472656
0.7480905055999756,43.68000030517578
0.8016128540039062,43.68000030517578
0.854384183883667,43.70000076293945
0.9071211814880371,43.86000061035156
0.9606184959411621,43.87999725341797
1.0138781070709229,43.98999786376953
1.0667850971221924,44.279998779296875
1.1183724403381348,44.30999755859375
1.1704447269439697,44.25
1.223280429840088,44.36000061035156
1.276564121246338,44.57999801635742
1.3293449878692627,44.71999740600586
1.380821704864502,44.72999954223633
1.4326369762420654,45.12999725341797
1.485072135925293,45.439998626708984
1.5379574298858643,45.439998626708984
1.5913410186767578,45.86000061035156
1.644071340560913,46.189998626708984
1.697373390197754,46.82999801635742
1.7504997253417969,46.97999954223633
1.803375005722046,47.369998931884766
1.8570599555969238,48.029998779296875
1.909757137298584,48.57999801635742
1.964477777481079,49.18000030517578
2.0163283348083496,49.529998779296875
2.069749116897583,49.939998626708984
2.121303081512451,50.029998779296875
2.174802541732788,50.27000045776367
2.2265889644622803,50.28999710083008
2.2816286087036133,50.25
2.335146903991699,50.16999816894531
2.3891005516052246,50.13999938964844
2.4418606758117676,50.13999938964844
2.4965507984161377,50.31999969482422
2.5497190952301025,50.349998474121094
2.6030197143554688,50.70000076293945
2.6560277938842773,50.709999084472656
2.7085447311401367,50.71999740600586
2.760899543762207,51.06999969482422
2.8143069744110107,51.04999923706055
2.86734938621521,51.18000030517578
2.9200661182403564,51.349998474121094
2.973402261734009,51.439998626708984
3.0262601375579834,51.44999694824219
3.0799050331115723,51.41999816894531
3.133991241455078,51.40999984741211
3.1866867542266846,51.40999984741211
3.2395498752593994,51.40999984741211
3.2920339107513428,51.40999984741211
3.3466007709503174,51.40999984741211
3.4005448818206787,51.40999984741211
3.45307993888855,51.40999984741211
3.506002426147461,51.439998626708984
3.558518409729004,51.5
3.6110286712646484,51.64999771118164
3.6642909049987793,51.77000045776367
3.7175076007843018,51.79999923706055
3.770704984664917,51.779998779296875
3.824819564819336,52.14999771118164
3.8766958713531494,52.14999771118164
3.93053936958313,52.52000045776367
3.9840989112854004,52.90999984741211
4.036957740783691,53.28999710083008
4.090356111526489,53.61000061035156
4.143296003341675,53.72999954223633
4.198117971420288,54.05999755859375
4.252106666564941,54.16999816894531
4.3050572872161865,54.40999984741211
4.358291149139404,54.459999084472656
4.41105318069458,54.52000045776367
4.465041399002075,54.84000015258789
4.518749237060547,55.119998931884766
4.5715553760528564,55.2599983215332
4.624983072280884,55.57999801635742
4.677764892578125,55.91999816894531
4.730903625488281,55.96999740600586
4.783989667892456,56.27000045776367
4.836748838424683,56.48999786376953
4.890239953994751,56.72999954223633
4.941992282867432,56.93000030517578
4.994507789611816,57.07999801635742
5.047454118728638,57.37999725341797
5.1007373332977295,57.52000045776367
5.153076887130737,57.79999923706055
5.205994129180908,57.939998626708984
5.258557081222534,58.21999740600586
5.311010837554932,58.55999755859375
5.364089250564575,58.72999954223633
5.417318105697632,58.88999938964844
5.468621730804443,59.14999771118164
5.5204949378967285,59.369998931884766
5.57369589805603,59.6099967956543
5.626430988311768,59.72999954223633
5.680116653442383,59.87999725341797
5.733245849609375,60.0099983215332
5.786609888076782,60.28999710083008
5.83931827545166,60.34000015258789
5.892179250717163,60.47999954223633
5.94415545463562,60.64999771118164
5.9976184368133545,60.68000030517578
6.050577878952026,60.69999694824219
6.103561878204346,60.84000015258789
6.156348943710327,60.98999786376953
6.209146738052368,61.02000045776367
6.262195348739624,61.03999710083008
6.3148956298828125,61.05999755859375
6.367477893829346,61.06999969482422
6.419936895370483,61.12999725341797
6.472689151763916,61.19999694824219
6.52511739730835,61.28999710083008
6.578988552093506,61.30999755859375
6.633192777633667,61.03999710083008
6.686836004257202,60.96999740600586
6.739537239074707,60.849998474121094
6.7922468185424805,60.709999084472656
6.846786975860596,60.64999771118164
6.898925065994263,60.459999084472656
6.9506285190582275,60.37999725341797
7.002629280090332,60.16999816894531
7.05411958694458,59.939998626708984
7.106074810028076,59.689998626708984
7.158557891845703,59.59000015258789
7.210193634033203,59.3599967956543
7.265064477920532,59.21999740600586
7.319356203079224,58.96999740600586
7.372636556625366,58.89999771118164
7.424316644668579,58.689998626708984
7.476113796234131,58.59000015258789
7.5292463302612305,58.53999710083008
7.579235076904297,58.41999816894531
7.630615949630737,58.22999954223633
7.682400703430176,58.09000015258789
7.734374761581421,57.87999725341797
7.787219285964966,57.79999923706055
7.840590000152588,57.53999710083008
7.893378257751465,57.41999816894531
7.946957588195801,57.21999740600586
8.001030683517456,57.119998931884766
8.053848505020142,57.05999755859375
8.10723614692688,56.779998779296875
8.158991575241089,56.69999694824219
8.213773488998413,56.39999771118164
8.267717599868774,56.16999816894531
8.320295572280884,55.36000061035156
8.37194538116455,54.23999786376953
8.425318479537964,53.30999755859375
8.478088855743408,52.22999954223633
8.53123688697815,51.46999740600586
