Time (s),Current (A),Shaft Speed (rpm),Shaft Angle (deg),Position (deg)
3.5012080669403076,-1.9199999570846558,-206.0,25999.208984375,25910.619946151724
3.5047435760498047,-2.1499998569488525,-205.0,25998.509765625,25908.563152048708
3.509232759475708,-2.559999942779541,-205.0,25997.599609375,25908.563152048708
3.512671709060669,-2.0,-206.0,25996.87890625,25908.563152048708
3.516127586364746,-1.6200000047683716,-205.0,25996.150390625,25908.563152048708
3.5196661949157715,-2.119999885559082,-204.0,25995.41015625,25908.563152048708
3.5231730937957764,-2.740000009536743,-204.0,25994.66015625,25906.690119621824
3.5277490615844727,-2.4800000190734863,-206.0,25993.71875,25906.690119621824
3.531169891357422,-1.8199999332427979,-206.0,25992.990234375,25906.690119621824
3.5345842838287354,-1.96999990940094,-206.0,25992.25,25906.690119621824
3.538160800933838,-2.200000047683716,-205.0,25991.46875,25906.690119621824
3.5417590141296387,-2.25,-205.0,25990.69921875,25904.99133800567
3.5462324619293213,-1.559999942779541,-206.0,25989.71875,25904.99133800567
3.549793004989624,-1.159999966621399,-206.0,25988.94921875,25904.99133800567
3.5533783435821533,-2.169999837875366,-205.0,25988.16015625,25904.99133800567
3.556990146636963,-2.740000009536743,-205.0,25987.388671875,25904.99133800567
3.5605852603912354,-2.549999952316284,-205.0,25986.638671875,25903.47059182286
3.565180778503418,-1.7999999523162842,-207.0,25985.669921875,25903.47059182286
3.568819284439087,-1.3199999332427979,-206.0,25984.888671875,25903.47059182286
3.572388172149658,-2.0,-205.0,25984.080078125,25903.47059182286
3.5760018825531006,-2.450000047683716,-205.0,25983.3203125,25903.47059182286
3.579540729522705,-2.5,-206.0,25982.55859375,25902.147607352013
3.5840671062469482,-1.3700000047683716,-206.0,25981.548828125,25902.147607352013
3.5877268314361572,-1.9499999284744263,-206.0,25980.76953125,25902.147607352013
3.5912702083587646,-2.180000066757202,-205.0,25980.0,25902.147607352013
3.5947837829589844,-2.059999942779541,-205.0,25979.19921875,25902.147607352013
3.5982723236083984,-1.709999918937683,-206.0,25978.46875,25901.049607162568
3.6029138565063477,-1.3299999237060547,-205.0,25977.439453125,25901.049607162568
3.60636043548584,-1.7799999713897705,-205.0,25976.69921875,25901.049607162568
3.609880208969116,-2.4800000190734863,-204.0,25975.9296875,25901.049607162568
3.6133980751037598,-2.200000047683716,-205.0,25975.189453125,25901.049607162568
3.6168863773345947,-1.71999990940094,-206.0,25974.478515625,25900.168065411246
3.621304512023926,-1.5099999904632568,-206.0,25973.5390625,25900.168065411246
3.6248221397399902,-2.25,-205.0,25972.849609375,25900.168065411246
3.6282973289489746,-2.2799999713897705,-205.0,25972.12890625,25900.168065411246
3.631828784942627,-2.5,-205.0,25971.4296875,25900.168065411246
